"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"6RDX507","CA","PAS","8995167981","07/23/2021","11:47A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpPZW1zMFRWRTlQUT09&locationName=_____________________)"
"KKG6520","NY","PAS","8994107599","05/13/2021","05:50P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","088","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVSWGRPZWxVMVQxRTlQUT09&locationName=_____________________)"
"JLP1529","NY","PAS","8864083110","01/14/2022","12:34P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","066","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZWtWNFRVRTlQUT09&locationName=_____________________)"
"K62DHW","NJ","PAS","8864083121","01/14/2022","12:36P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","066","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZWtWNVRWRTlQUT09&locationName=_____________________)"
"HGJ7715","NY","PAS","8584936749","11/01/2022","01:55P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","115","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVhM3BPYW1Nd1QxRTlQUT09&locationName=_____________________)"
"4445012","NH","PAS","8683443097","03/20/2019",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZVVEJOZWtFMVRuYzlQUT09&locationName=_____________________)"
"HLY2169","NY","PAS","8683427894","12/08/2018","05:49P","FAIL TO DSPLY MUNI METER RECPT","05/02/2019","65","60","32.71","0.22","157.49","0","009","NY","TRAFFIC","HEARING ADJOURNMENT","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZVWGxPZW1jMVRrRTlQUT09&locationName=_____________________)"
"KKM3776","NY","PAS","4811225594","11/07/2022","09:41P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkZVMVRrRTlQUT09&locationName=_____________________)"
"3440222","IN","PAS","8935898752","01/18/2023","04:54P","DOUBLE PARKING-MIDTOWN COMML",,"115","30","0","0","145","0","010","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNVVaelZQUkdNeFRXYzlQUT09&locationName=_____________________)"
"44313MK","NY","COM","8683448253","04/20/2019",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZVVEJQUkVreFRYYzlQUT09&locationName=_____________________)"
"KFP4235","NY","PAS","8995168158","07/23/2021","12:09P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkVVeFQwRTlQUT09&locationName=_____________________)"
"KTN3358","NY","PAS","4842470665","05/22/2023","09:05A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","MN","DEPARTMENT OF TRANSPORTATION","HEARING ADJOURNMENT","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OUkZreVRsRTlQUT09&locationName=_____________________)"
"KRH1456","NY","PAS","4842470707","05/22/2023","09:05A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OUkdOM1RuYzlQUT09&locationName=_____________________)"
"60828NC","NY","COM","9089647170","11/08/2023","03:52P","REG. STICKER-EXPIRED/MISSING",,"65","10","0","0","75","0","033","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5FOVVXVEJPZWtVelRVRTlQUT09&locationName=_____________________)"
"KRH5596","NY","PAS","8986495144","02/23/2022","10:59A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","35","0","0","114","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFVVFZPVkVVd1RrRTlQUT09&locationName=_____________________)"
"KTW7829","NY","PAS","8986495375","02/23/2022","04:53P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","109","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFVVFZPVkUwelRsRTlQUT09&locationName=_____________________)"
"161WPZ","MA","PAS","8995168018","07/23/2021","11:52A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkVGNFQwRTlQUT09&locationName=_____________________)"
"P86LYC","NJ","PAS","8986495417","02/23/2022","05:12P","EXPIRED MUNI METER",,"35","0","0","0","35","0","109","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFVVFZPVkZGNFRuYzlQUT09&locationName=_____________________)"
"GJX6875","NY","PAS","1381008896","04/04/2015",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTk5FMVVRWGRQUkdjMVRtYzlQUT09&locationName=_____________________)"
"HVX1871","NY","PAS","8542236117","01/29/2018","09:39A","EXPIRED MUNI METER","05/17/2018","35","60","21.31","0","116.31","0","122","R","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1FMXFTWHBPYWtWNFRuYzlQUT09&locationName=_____________________)"
"BC53151","CT","PAS","9007714545","09/30/2022","09:14A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","048","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwNTZZM2hPUkZVd1RsRTlQUT09&locationName=_____________________)"
"LBX6034","NY","PAS","9064422035","07/07/2023","01:41P","FAIL TO DSPLY MUNI METER RECPT",,"35","10","0","10","35","0","112","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVVWGxOYWtGNlRsRTlQUT09&locationName=_____________________)"
"KJA9318","NY","PAS","9113644865","03/18/2024","05:43A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","109","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFMTZXVEJPUkdjeVRsRTlQUT09&locationName=_____________________)"
"JEF4996","NY","PAS","4811225715","11/07/2022","09:45P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkdONFRsRTlQUT09&locationName=_____________________)"
"406349","IL","PAS","8995168262","07/27/2021","11:41A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkVreVRXYzlQUT09&locationName=_____________________)"
"JDG1507","NY","PAS","8994107794","05/14/2021","12:07P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVSWGRPZW1NMVRrRTlQUT09&locationName=_____________________)"
"94203NB","NY","COM","8994574645","08/27/2021","02:51P","FIRE HYDRANT",,"115","0","0","0","115","0","079","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVWVE5PUkZrd1RsRTlQUT09&locationName=_____________________)"
"KHA5489","NY","PAS","8864083261","01/15/2022","11:11A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZWtreVRWRTlQUT09&locationName=_____________________)"
"QZVG77","FL","PAS","8823984026","06/09/2022","08:47A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","007","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPUkVGNVRtYzlQUT09&locationName=_____________________)"
"57758MJ","NY","COM","8585042187","07/18/2022","07:52A","NO STANDING-BUS STOP",,"115","0","0","0","115","0","103","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVRVEJOYWtVMFRuYzlQUT09&locationName=_____________________)"
"JFZ3828","NY","PAS","8972217670","05/03/2021","10:35A","DOUBLE PARKING",,"115","10","0","0","125","0","066","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFTWGhPZWxrelRVRTlQUT09&locationName=_____________________)"
"KRA7601","NY","PAS","8995168328","07/27/2021","11:55A","FIRE HYDRANT",,"115","0","0","0","115","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkUxNVQwRTlQUT09&locationName=_____________________)"
"KFP1858","NY","PAS","8995168420","07/27/2021","12:15P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkZGNVRVRTlQUT09&locationName=_____________________)"
"KJE8450","NY","PAS","8995168274","07/27/2021","11:45A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkVrelRrRTlQUT09&locationName=_____________________)"
"49BG07","NY","LMB","8913912776","04/07/2021","06:35A","FIRE HYDRANT",,"115","0","0","115","0","0","010","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMTZhM2hOYW1NelRtYzlQUT09&locationName=_____________________)"
"F13LTJ","NJ","PAS","8995168523","07/27/2021","12:53P","NON-COMPLIANCE W/ POSTED SIGN",,"60","0","0","0","60","0","094","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkZWNVRYYzlQUT09&locationName=_____________________)"
"HRK8036","NY","PAS","8994574700","08/27/2021","03:54P","BIKE LANE",,"115","0","0","0","115","0","079","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVWVE5PUkdOM1RVRTlQUT09&locationName=_____________________)"
"USED","NY","SPO","9021779614","12/16/2022","01:51P","FAIL TO DSPLY MUNI METER RECPT",,"35","30","0","0","65","0","111","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmVVMVVZek5QVkZsNFRrRTlQUT09&locationName=_____________________)"
"1HHM64","MA","PAS","8823983964","06/09/2022","08:39A","NO PARKING-STREET CLEANING",,"65","30","0","0","95","0","007","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJOZW1zeVRrRTlQUT09&locationName=_____________________)"
"KPK6285","NY","PAS","9072425741","08/20/2023","01:46P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","115","0","0","102","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wMXFVWGxPVkdNd1RWRTlQUT09&locationName=_____________________)"
"KUG8461","NY","PAS","8986495582","02/24/2022","11:27A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","110","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFVVFZPVkZVMFRXYzlQUT09&locationName=_____________________)"
"KXT2932","NY","PAS","4811225600","11/07/2022","09:41P","PHTO SCHOOL ZN SPEED VIOLATION","02/02/2023","50","25","0.73","0.04","75.69","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkZsM1RVRTlQUT09&locationName=_____________________)"
"KMG9964","NY","PAS","9085880490","10/20/2023","09:05A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","076","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5FNVVaelJOUkZFMVRVRTlQUT09&locationName=_____________________)"
"BC17639","CT","PAS","4842470719","05/22/2023","09:06A","PHTO SCHOOL ZN SPEED VIOLATION","08/17/2023","50","25","0.52","0.52","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OUkdONFQxRTlQUT09&locationName=_____________________)"
"KES5010","NY","PAS","8986577288","02/23/2022","09:35A","FRONT OR BACK PLATE MISSING",,"65","0","0","65","0","0","079","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFWVE5PZWtrMFQwRTlQUT09&locationName=_____________________)"
"GGM8490","NY","PAS","8994574633","08/27/2021","02:47P","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","079","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVWVE5PUkZsNlRYYzlQUT09&locationName=_____________________)"
"LPD1487","TX","PAS","8850380884","06/15/2021","07:24A","FIRE HYDRANT",,"115","0","0","0","115","0","101","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVFJOUkdjMFRrRTlQUT09&locationName=_____________________)"
"JJH5850","NY","PAS","8864083297","01/15/2022","11:24A","DOUBLE PARKING",,"115","0","0","0","115","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZWtrMVRuYzlQUT09&locationName=_____________________)"
"8VPU200","CA","PAS","4811225788","11/07/2022","09:49P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkdNMFQwRTlQUT09&locationName=_____________________)"
"G82PYG","NJ","PAS","4811225739","11/07/2022","09:47P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkdONlQxRTlQUT09&locationName=_____________________)"
"KXL6413","NY","PAS","8935898922","01/19/2023","06:00P","FRONT OR BACK PLATE MISSING",,"65","30","0","0","95","0","010","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNVVaelZQUkd0NVRXYzlQUT09&locationName=_____________________)"
"R11RBE","NJ","PAS","8585046223","08/05/2022","07:45A","NO PARKING-STREET CLEANING",,"65","10","0","0","75","0","104","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVRVEJPYWtsNVRYYzlQUT09&locationName=_____________________)"
"X49ETV","NJ","PAS","8585088217","10/06/2022","07:55A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","025","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVRVFJQUkVsNFRuYzlQUT09&locationName=_____________________)"
"KLC3307","NY","PAS","8585088837","10/08/2022","06:50A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","028","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVRVFJQUkdkNlRuYzlQUT09&locationName=_____________________)"
"T697408C","NY","OMT","8979007322","04/01/2021","05:33P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVRWGRPZWsxNVRXYzlQUT09&locationName=_____________________)"
"KTY1254","NY","PAS","9105541736","01/26/2024","06:41A","FIRE HYDRANT",,"115","0","0","0","115","0","067","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmQwNVVWVEJOVkdONlRtYzlQUT09&locationName=_____________________)"
"KLL3290","NY","PAS","8864083285","01/15/2022","11:21A","FIRE HYDRANT",,"115","0","0","0","115","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZWtrMFRsRTlQUT09&locationName=_____________________)"
"ELPACHY","NY","OMT","4811225790","11/07/2022","09:49P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkdNMVRVRTlQUT09&locationName=_____________________)"
"DFX8753","NY","PAS","9021779810","12/17/2022","05:55A","NO STANDING-DAY/TIME LIMITS",,"115","30","0","20","125","0","108","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmVVMVVZek5QVkdkNFRVRTlQUT09&locationName=_____________________)"
"JKZX18","FL","PAS","9081494776","09/28/2023","05:18P","FAIL TO DSPLY MUNI METER RECPT",,"65","0","0","0","65","0","006","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5FMVVVVFZPUkdNelRtYzlQUT09&locationName=_____________________)"
"KMU2608","NY","PAS","4842470744","05/22/2023","09:06A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OUkdNd1RrRTlQUT09&locationName=_____________________)"
"DDS260","NY","SRF","4842470732","05/22/2023","09:06A","PHTO SCHOOL ZN SPEED VIOLATION","08/17/2023","50","25","0.62","0.06","75.56","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OUkdONlRXYzlQUT09&locationName=_____________________)"
"KKX2105","NY","PAS","8957971129","05/03/2021","06:09A","FIRE HYDRANT",,"115","0","0","0","115","0","048","BX","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZhek5OVkVWNVQxRTlQUT09&locationName=_____________________)"
"HGJ8158","NY","PAS","8850381049","06/15/2021","08:45A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","101","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVFJOVkVFd1QxRTlQUT09&locationName=_____________________)"
"KJM7615","NY","PAS","8850381037","06/15/2021","08:43A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","101","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVFJOVkVGNlRuYzlQUT09&locationName=_____________________)"
"KJW2921","NY","PAS","8957971210","05/03/2021","07:07A","NO STANDING-EXC. AUTH. VEHICLE",,"95","0","0","0","95","0","048","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZhek5OVkVsNFRVRTlQUT09&locationName=_____________________)"
"JFT5197","NY","PAS","9021780501","11/28/2022","10:16A","FRONT OR BACK PLATE MISSING",,"65","30","0","0","95","0","114","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmVVMVVZelJOUkZWM1RWRTlQUT09&locationName=_____________________)"
"45BG10","NY","LMB","9064422126","07/07/2023","04:38P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","112","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVVWGxOYWtWNVRtYzlQUT09&locationName=_____________________)"
"JPW3630","NY","PAS","8986577616","02/24/2022","08:28A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","075","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFWVE5PZWxsNFRtYzlQUT09&locationName=_____________________)"
"7CH3326","MD","PAS","8636385120","04/20/2018",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNXFUVFJPVkVWNVRVRTlQUT09&locationName=_____________________)"
"KML8828","NY","PAS","8850381050","06/15/2021","08:48A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","101","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVFJOVkVFeFRVRTlQUT09&locationName=_____________________)"
"KMU5095","NY","PAS","4842470770","05/22/2023","09:07A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OUkdNelRVRTlQUT09&locationName=_____________________)"
"HVN2914","NY","PAS","9085880531","10/20/2023","09:14A","NO PARKING-STREET CLEANING",,"65","10","0","10","65","0","076","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5FNVVaelJOUkZWNlRWRTlQUT09&locationName=_____________________)"
"A26PJY","NJ","PAS","8986913781","02/24/2022","07:24A","SAFETY ZONE",,"115","0","0","0","115","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFhM2hOZW1NMFRWRTlQUT09&locationName=_____________________)"
"JPY5907","NY","PAS","8957971282","05/03/2021","07:43A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","048","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZhek5OVkVrMFRXYzlQUT09&locationName=_____________________)"
"262369T","NJ","PAS","8823736195","03/12/2022",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZZM3BPYWtVMVRsRTlQUT09&locationName=_____________________)"
"KSP8352","NY","PAS","8988099989","02/23/2022","08:56A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVRVFZQVkdzMFQxRTlQUT09&locationName=_____________________)"
"KFV8643","NY","PAS","8988539643","02/24/2022","08:59A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVWWHBQVkZrd1RYYzlQUT09&locationName=_____________________)"
"JNC3191","NY","PAS","8850381062","06/15/2021","08:48A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","101","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVFJOVkVFeVRXYzlQUT09&locationName=_____________________)"
"G38MMY","NJ","PAS","8988539771","02/24/2022","09:24A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVWWHBQVkdNelRWRTlQUT09&locationName=_____________________)"
"KFN2729","NY","PAS","8988539795","02/24/2022","09:27A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVWWHBQVkdNMVRsRTlQUT09&locationName=_____________________)"
"HKZ3637","NC","PAS","8988539801","02/24/2022","09:29A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVWWHBQVkdkM1RWRTlQUT09&locationName=_____________________)"
"GNC2904","NY","PAS","8850381074","06/15/2021","08:49A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","101","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVFJOVkVFelRrRTlQUT09&locationName=_____________________)"
"HKF8660","PA","PAS","8683622915","07/01/2021","09:19A","FIRE HYDRANT",,"115","0","0","0","115","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOYW10NFRsRTlQUT09&locationName=_____________________)"
"GMXZ64","FL","PAS","8683622897","07/01/2021","09:11A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOYW1jMVRuYzlQUT09&locationName=_____________________)"
"JSE2073","NY","PAS","8995168602","07/28/2021","11:46A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkZsM1RXYzlQUT09&locationName=_____________________)"
"GYP8291","NY","PAS","8995168596","07/28/2021","11:44A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkZVMVRtYzlQUT09&locationName=_____________________)"
